src	dest
GNB1	GPR84
HIP1R	UBB
SKIL	SIN3B
PGR	MED1
SNAPC4	POLR2D
RPL36A	SSR2
PLCB3	DGKG
CSNK2B	CTNNB1
LSM4	XAB2
TCP1	TUBA4B
CSNK2A2	APC
IGHV3-23	V1-7
KRT26	KRT79
MYO1C	V3-2
AP2S1	TF
BUD31	SF3B4
PSMD4	GLI1
RBX1	FBXW12
GNG8	KCNJ6
CDK19	MED28
POTEKP	ITGA8
MS4A2	V5-1
SNRNP200	ZMAT5
CLTC	AP1M2
CHMP2A	PDCD6IP
EPHB4	EPHA7
PPIH	BCAS2
CENPO	BUB3
PAFAH1B1	CENPM
E2F6	HAMP
SPTB	COPG1
WASL	AGFG1
GNA11	PLA2G2F
GSPT2	RPS3
JAK1	IL9R
SRSF1	LSM7
CYP2A6	UGT1A8
HNRNPL	POLR2A
STRADA	PRKAB1
NID2	LAMA3
RPSA	RPS24
DVL1	DAAM1
FGB	SERPINE2
OR52W1	GNAL
CLP1	THOC7
ISG15	UBA52
UTP3	DIEXF
TNNI1	TPM1
PRKACB	GRIN2D
RBX1	FBXW11
KRT78	KRT10
RPP30	RPS2
NUP37	SLBP
GOSR2	TRAPPC1
TRAPPC2L	CHML
SNRPA	SRSF7
GSPT2	RPS29
ESR1	MTA1
OR4C6	GNGT1
SNU13	SRSF1
CD8B	MAPK8
KLRC2	PIK3CB
IL6R	JAK1
NR3C2	ATP1A1
OR2V2	GNG7
SNRNP27	DDX42
HNRNPC	PRPF38A
KMT2D	KDM6A
PRKACA	OR11A1
IGHV3-48	IGHV3-13
RAD21	SPDL1
TAF12	SUPT7L
SMARCA5	CENPP
RPAP2	INTS9
CDK12	NELFCD
ERCC2	PAF1
LSM7	HNRNPD
MRPL53	MRPL21
CYFIP1	ABI1
GNAI1	KCNJ5
MET	IRS1
IL1A	IL6ST
SNRPD1	NCBP2
XAB2	SRSF4
POLR2K	RBFOX2
GRIK4	GRIN1
ATG3	GABARAPL2
HSPB11	WDR60
PRKCA	CABIN1
EXOSC9	UTP6
FKBP5	FKBP4
LSM3	PCBP1
GNG2	APLN
UTP18	NOP58
RAP1A	RGS14
SSR2	RPL27
OCRL	PLCD1
UBB	RFC3
RPL35A	MAGOH
NOC4L	UTP4
SEPT2	TMEM216
PSMB1	DVL1
IRAK2	TLR9
STRA13	SMARCA5
ISY1	PRPF31
RPA2	DTL
TUBGCP5	ACTR1A
KAT7	APBB3
RBBP4	GLI1
HOMER1	PIK3R3
CHERP	GTF2F2
BIRC5	BUB3
POLR2D	PRPF40A
RHOG	ACTBL2
FZD4	LRP5
SST	SSTR1
ARFGAP1	TMED7
XRCC5	H2AFX
PRKACB	NR3C1
ACTR3	VAMP4
CETN2	DDB2
HBEGF	LRRK2
TUBA1A	TMEM67
TP73	TP53
NDUFB3	NDUFAF4
POU2F1	POLR3C
IGLV3-19	NCK1
CREBBP	HIF3A
PPP1CB	FIP1L1
ARPC5	WIPF1
EIF4E1B	AAG1
IGHV3-23	CD79A
DTX3L	FBXL18
CTBP2	IRX3
EP300	RQCD1
SP3	GLP1R
RPS13	EIF3F
NFIX	POLR1D
GNAI1	NPB
HNRNPA0	RBM17
GTF2F1	SART1
KNTC1	PPP1CC
PSMB1	PSME2
PRKD3	ATF4
ACTG1	V2-8
EXOSC1	SNU13
IGHV3-48	IGHV4-39
NELFE	NELFA
RHOC	PKN1
MED7	PPARG
SF3B4	POLR2D
DKFZP434N181	JAG2
RBX1	SKP1
TGFBR1	OCLN
PRNP	NCAM2
IRAK2	TAB3
MCF2L	RHOF
AGTR2	AGT
CCNB2	NUP50
PPIL1	NUDT21
CTNNA2	ACTG2
GTF2H2	COPS7B
ACTB	COPS8
PAFAH1B2	PAFAH1B3
IL3	IL22RA2
SPTBN4	COG2
ZWINT	MAD1L1
MMP16	ACTC1
NCBP2	INTS7
UTS2R	UTS2B
RAD52	BRCA1
CHMP4A	PDCD6IP
PRKACA	DCTN3
OR11H7	GNAL
AES	CTNNB1
SRP68	SEC61G
GRK7	CCR1
RAD21	HOXB9
PIP4K2C	ACTN4
ARHGAP39	CDC42
GRIA1	SEC16B
HDAC1	UBE3A
ITGB5	CAV2
PUF60	SMNDC1
SECISBP2	RPS8
MAGOH	SRSF1
PQBP1	PCBP1
RELA	TBX21
B3GNT6	MUC3A
SIX5	ZNF749
IKBKB	NFKBIB
NELFCD	POLR2K
LSM7	CWC22
ARPC5	IGLV3-19
HNRNPM	PCF11
SNRNP70	WBP4
SNRPA1	SNRPD3
PSMD11	SUFU
CLTA	KDELR3
SRSF7	SNRNP200
OR4K1	GNAL
ADRA1D	GNAQ
CUL1	FBXO22
ORC2	RPA1
VPS37A	VPS37C
MAPK11	HIST1H3A
TLR3	MAP2K7
PPP2R2A	DKFZP451O0517
PPARG	MED13L
CENPE	CDCA5
PRKCB	GNG11
MYC	RPL11
RPL22	RPS19
MAPK11	GDI1
YEATS2	MBIP
GNA13	GNB1
MRPS11	MRPL43
CCL5	CCR7
IGKV1-5	IGKV1D-12
PIP5K1B	SCIN
WASL	FNBP1L
ACTG2	HIP1
PTCD3	MRPL52
RAB5A	AVPR2
CTNNA1	FAT3
HCK	IGHV4-39
LRP6	GSK3B
CENPH	CENPU
CSTF2	PHF5A
MAPK3	TSC1
CXCL8	CCR8
EIF3F	EIF1AY
POLR2H	AGO1
ARFGAP1	COPG2
FBXO32	FBXO7
SUCNR1	GNB1
XIAP	HFE2
KIF4B	TMED3
YWHAE	CDK5RAP2
IGF1	GRB10
SLU7	SRRM2
NUP37	KPNA4
CEBPB	FOXA2
AKT1	USP8
INPP4A	PIKFYVE
FBXO6	FBXO4
CWC25	GTF2F1
IGLC7	C2
EIF3C	RPS16
GATA2	GATA6
GTF2H5	MLLT1
SF3A3	HNRNPH2
IGLV2-23	PLCG2
ITGA7 VARIANT PROTEIN	TLN1
CRY1	UBC
SNRPF	NCBP1
SP1	FOXA2
LAMB3	ITGA6
RBBP4	CENPL
PDGFD	FGFR2
MYL6	LMOD1
AHI1	AKAP9
FBXO30	FBXL5
V2-15	GRB2
RPS14	PNRC2
PRKCA	PRKD2
ARPC4	EPN1
PSMB5	TNFSF13B
ERLIN2	PLCG1
GAPVD1	HGS
INCENP	NDEL1
E2F6	MEPCE
GNAI1	PLCB4
MRPS6	MRPL3
CEP41	HAUS7
RHNO1	RFC3
WBP4	WDR33
GTF3A	ARID1A
HSP90AA1	IPO5
MYC	KRT6A
FGF2	FGF9
TGFB1	BGN
FOXA1	HNF1A
MMP21	ACTR2
B4GALT7	HSPG2
POLR2K	CCAR1
FLNB	ITGB8
LRPPRC	MT-CO2
MYH7	ACTG2
DKK2	LRP6
U2AF1L5	CHERP
ARRB2	PPP2R5A
USP7	XPA
TICAM2	SARM1
POLR2D	NUDT21
HAUS7	CEP57
BRCA1	RBM39
POLR2H	DDX23
NR3C1	FOXA2
PDPR	PDP2
GNG2	LPAR3
SOS1	STAT5B
NELFE	POLR2H
TRIM21	FBXW7
GPAA1	PIGS
HLA-DRB3	KIF2C
SPCS1	RPL8
PSMB3	GLI2
DLD	DLAT
PCDH7	CDH15
TTC37	EXOSC6
PSME4	APOBEC3G
HNRNPH1	LSM5
IGHV3-30	IGKV5-2
PIK3R1	JAK2
GNAS	PLA2G4E
EXOSC6	WDR61
MMP15	NID1
DYNC1LI2	DYNLL2
BMPR1B	ZFYVE16
POLR2I	PCGF2
SNX9	AP2M1
LYN	SHC3
TPR	GEMIN4
TFRC	SYNJ1
SMAD2	FOXG1
POLR1D	GTF3C2
HUWE1	UNKL
PSMB3	PSMD14
DLG3	NRXN2
UPF2	RPL36
KDM6B	CBX2
NDUFB7	NDUFAF1
PSMB4	HIF1A
STARD13	RHOV
SF3A1	CHERP
PRKAR1A	AKAP5
CDK5R1	CDK5R2
IGHA2	IGLV2-11
GH1	CSF2RA
C1QC	V1-9
SNW1	PRPF6
CTSG	F2R
CEP41	RPGRIP1L
SRRM2	SNRPN
DES	VIM
PSMC5	DVL2
MT-CO3	COX4I1
GNG3	HRH1
HDAC3	YY1
SYNJ2	PI4K2A
TPTE	PIK3CA
GRK1	HRH1
PSMA5	PSMD4
TP53	PML
CTNNB1	ACTN1
MAVS	PCBP2
ARHGAP28	RHOH
IGKV3-20	VAV2
STAT6	NF1
TIRAP	IRAK1
FBXW4	FBXL22
SEC23IP	CTSC
HAP1	GABRB1
FAT2	PCDHB10
BPGAP1	CDC42
GRB2	PDPK1
PCDHAC2	PCDHB3
SLX4	SLX1A
GORASP1	ANK2
CTNNAL1	CDH13
CSTF2T	U2AF1L4
KRT85	KRT15
SNU13	SF3B5
YWHAE	SIK1
USF1	KCNN3
VLDLR	PIK3CA
MDC1	RNF8
RPS16	SRP72
RPS6	UTP18
IFNG	IL10RA
FBXL14	TRIM36
LYN	V1-16
INPPL1	PIK3C2B
SNRPB	POLR2H
CNTFR	TYK2
COG8	RAB41
CC2D2A	TUBB
MED10	MED13L
REPS2	AMPH
OR3A1	GNB1
SF3B6	PRPF4
HDAC2	REST
V2-8	V2-17
NEDD4L	FLT1
HSPA8	STAM2
HIP1	CASP8
CELSR3	PCDHB16
RGS9	GNB5
NSMCE1	SMC1A
SSR4	RPL5
FLRT3	FGFR1
RPS3	RPS27A
ITGA11	ACTB
ATP5G2	ATP5G3
TINF2	SYNE2
MRPL35	MRPL14
ACTG1	CYFIP1
EIF5	EIF3B
GRK2	OR6C6
TLN2	ITGA3
PSMB7	TNFSF13B
TAF9	INTS10
CD3D	PIK3CA VARIANT PROTEIN
VPS51	STX10
TIMELESS	WRN
OR51A4	GNAL
IL5	IL11RA
ACTN2	COL4A4
CSNK1D	PER2
BCLAF1	GATA3
SRP72	RPS25
P2RY4	GNAI1
KIT	SH3GL2
RARB	KRT19
SMC2	HIST1H4A
PSMB10	PSMF1
IMP4	UTP3
AP2A2	UBA52
ERCC6	MNAT1
CX3CL1	XCR1
PRPF3	CSTF1
CDK4	SFN
SPRED1	NRAS
PABPC1	RPL10
SNRPF	LSM3
ARHGAP20	RHOV
CTBP2	PRKRA
NCBP1	SNAPC3
DDX46	PABPN1
NCK1	GAB1
TAOK1	NSL1
IGHV2-70	V2-17
ODF2	YWHAE
POLR2G	SRSF7
MED21	TBL1X
PLK1	GTSE1
UTP4	WDR36
TLN1	TPM1
IL12B	IL13RA1
SH3GL2	ERBB4
ALMS1	DYNC1I2
ARRB1	SH3GL2
TP53	CCT8
SART1	DDX23
MRPL37	MRPL12
RGP1	COG6
AKAP9	MARK4
SKP1	FBXW8
BLM	DMC1
SOCS2	GH1
MRPL33	MRPL51
IGLV3-19	IGHV3-30
CEP250	CEP162
RPS11	RPL8
MAPRE1	SGO2
IFT80	HSPB11
ITGAX	COL1A2
IRAK1	RIPK2
CETN2	SUMO1
PTPN6	JAK3
CNTF	OSMR
TAS2R38	GNG2
MED1	SMARCC2
RGS4	PLCB2
KLC2	COPB2
UTP3	UTP15
RPS6KA6	PPP1R3E
RASGRF2	CACNA1B
CABLES1	WEE1
IQGAP1	CALM1
TCEA1	CDC73
TBL1XR1	CDK8
PIK3R2	V2-17
NTRK1	PRKCZ
HS6ST2	SDC4
XRN2	HEATR1
IGLV3-27	IGKV3-11
IGKV1-33	IGHD
RPL15	RPL27
RPL36A	SRP68
AP2S1	ARPC1A
GRM2	GNAQ
RPL7	RPS20
ARRB1	PPP2R5B
ATP1B3	ATP1B2
ITSN1	CBL
HCFC1	PHF20
SNRPA1	SNRNP70
HLA-DRB1	CSK
FUS	CRNKL1
ARPC1A	V3-2
ASH2L	HDAC3
F8	TRAPPC4
PLCG2	CDIPT
CD1B	B2M
PAQR5	HRAS
RPS10	RPL7A
BUB1	SPDL1
SNRPD1	SF3B1
MTIF3	MRPL39
HLA-DPB1	HLA-DRB1
RPL18A	RPN2
CTNNBL1	SF3A3
GTF2H4	COPS3
RTN4	ARHGDIA
FZD3	DVL1
DCLRE1C	DNTT
MRPS34	MRPL11
GDI2	RHOC
THBS4	ITGA1
PTRF	POLR2L
CHD1L	POLD4
MCRS1	OGT
UTP6	TBL3
SRRM2	HNRNPR
USF1	LIPC
UBE2D4	RPS27A
MTA2	NY-CO-41
TUBG2	ACTR1A
CYP7A1	RXRA
CCL21	CXCR5
MYO1C	V2-11
FYN	IGLC1
ITGAD	ACTB
EGF	SHC1
PCDHB12	PCDHB2
RXRA	MED26
IL12A	CSF2RA
LCK	PIK3R3
DYNC1LI2	DCTN6
OR10Q1	GNB1
IGHV3-30	IGHM
CLVS2	AP1G1
CEP290	NDE1
PSMB5	AMER1
NFKB1	TNFSF10
NFYA	YBX1
PCDHA5	PCDHB1
LSM2	SNRPB2
YBX1	WDR33
CSTF2	MAGOHB
IGF1	PIK3CA
PSMD5	VHL
POLR2I	MYBL1
RPL13A	RPL5
RAB3IP	CETN2
PIK3R3	VAV2
EPO	CRKL
NUP54	ALYREF
FOS	ERCC2
AP2A1	L1CAM
UBB	TP53BP1
PABPC1	RPL18
REPS1	SLC2A8
BIN1	CLTC
CPSF7	RBM17
ITGB1	PIK3R2
TLR1	BGN
RAC1	SEMA4D
FAAP100	FANCG
APH1A	NGFR
CEP78	AHI1
BICD1	DCTN4
CLCA3P	BEST1
KCNJ4	KCNJ2
ESPL1	STAG1 VARIANT PROTEIN
ACTB	WIPF1
FGFR4	UBC
TLR9	IRAK1
SLC12A2	PRKACA
STK11	CAB39
EGLN1	UBB
RPLP1	PNRC2
GTF2F1	HNRNPUL1
PIK3C2G	RAC1
RPL23A	UBA52
RPS21	NCBP2
PRKCG	TJP1
PCDHGA1	PCDH1
HNRNPH1	POLR2E
CACNA1A	RHOA
PSMB10	EGLN1
CASK	TSPOAP1
TIMM23	HSPA9
PLRG1	PPIH
OR8H2	GNG13
MRPS27	MRPL43
CEP89	NDE1
RPP30	RPS15
CRTAP	SERPINH1
KDM6A	POLR2K
XRCC5	TREX1
IGLV1-47	V2-8
IGHV3-53	NCKAP1L
CD247	PIK3CB
WIPF2	IGLV2-11
RAB11A	DKFZP434H018
ECSIT	MT-ND3
EIF4H	FAU
ACTG2	CLTA
GNAS	ADCY2
HSPA8	CWC27
HLA-DRB5	ZAP70
RPL14	RPL32
EP300	NEK6
IGKV1-39	IGKV2D-28
CTNNAL1	PCDH7
CD3D	TBX21
CER1	WNT7B
EIF2S1	RPS27
ARF6	CLTB
PSMB6	BUB3
TADA2B	HDAC2
HIST1H2AA	HDAC6
SRC	IGHV7-81
MAPK14	JUNB
QRFPR	GNAQ
POLR2B	PRPF40A
GRM7	GNB4
HSPA8	SGIP1
HNRNPH2	SRRM2
DYNC1LI2	KIF18A
TERF2	NBN
AKAP5	PRKACA
CARM1	MED25
CYFIP2	IGHV3-23
BCAS2	WBP11
CDKN1B	UBB
TMED9	GOLGA2
PSMD14	BTRC
PSMC5	BUB3
DCHS1	PCDHB16
RPS8	RPN2
TNFSF10	TNFRSF10D
V1-20	WASF2
KIF2C	KIF2B
DMD	TPM4
ZNRF1	FBXO30
HDAC7	H2AFX
ITGAL	ICAM5
FZD1	GNG5
PCDHB6	CDHR2
CHRM3	PRKCA
OR2G6	GNG13
VTA1	CHMP2B
IGHV3-30	IGHG3
HNRNPR	PHF5A
SH2D2A	VEGFA
GNA13	PLA2G4F
YES1	IGHV3-48
NDUFAF2	NDUFB4
MAX	SUB1
RPL15	RPL23
YES1	IGHV4-39
TXNL4A	HNRNPH2
WWOX	YAP1
PTPRJ	PDGFB
LIMS2	ACTBL2
WNT5B	FZD10
GNAI3	PLA2G4A
OPN4	GNB1
SYMPK	POLR2C
PPP1CB	SSU72
POLR2K	COPS4
RPL8	RPN2
GATA2	TBX19
NUP153	IPO8
DSG3	FLG
GNAO1	CXCL12
COPS7A	XPC
LSM6	PRPF4
NDUFA10	ECSIT
TUBB4B	DYNC1I2
HSPD1	TLR1
PIP5K1B	PLCG2
SUMO1	TP53BP1
CADM3	CADM1
SPAG9	CDH2
NDUFB6	NDUFS2
INPP4A	IMPA2
AXIN2	UBC
NFATC1	EGR4
RAI1	SIRT1
CSNK1D	CEP83
TCEB1	POLR2L
PMPCB	DNAJC19
CHD7	PPARG
TUBB2A	DYNC1LI2
NEK2	CEP76
HNRNPU	RBMX
V1-16	ARPC3
LRPPRC	COX4I1
GALNT1	MUC3A
CDC20	ANAPC2
CC2D2A	HAUS2
COL16A1	ITGA5
RPS18	EIF4B
FBL	HEATR1
HIF1A	CREB1
EP300	SMARCD3
COL9A1	ITGB8
PSMD10	APC
CEP135	CEP164
PCDH1	PCDHGA11
FAAP100	EME1
PIK3R5	ILK
NPAS2	MED1
SNRNP200	SF3B2
MAX	GTF2H1
PSMD1	CDK2
CSK	CBL
THRAP3	CCND3
EPHB2	AP2B1
KDM6B	SCMH1
SOX2	NANOG
SNRPB	NUDT21
KCNAB1	KCNH6
CACNA1C	KCNJ11
CRADD	BIRC3
POLR3B	BRF1
DCP1A	RPS27A
PTPN6	IGKV2D-40
TADA3	SUPT7L
SRGAP3	RHOT2
AQR	RPA1
WDR75	HEATR1
VEGFC	FGFR3
ISCU	NFS1
FYN	MAPK12
KDM4A	PIAS4
KIF2C	ACTR1A
DIAPH3	BAIAP2
LSM8	HNRNPA0
CDCA8	CENPN
ACTG1	V2-15
B3GAT3	GPC4
GNAO1	RHOA
CPSF3	THOC7
DDX23	TXNL4A
NUP85	THOC2
GRK2	OR2M4
SRSF3	SNRPD3
SRSF11	SRSF1
ITGB2	DKFZP666O0110
EPN1	ADRB2
CDK19	MED26
NDUFAF7	NDUFA7
ELAVL2	DNAJC8
SIAH2	AXIN2
XRCC6	TP53BP1
MRPS24	MRPL45
ZWINT	CDC20
GRK5	CCR4
SDC3	NCAN
V1-16	PIK3CB
FGR	CXCR1
RPTN	SPRR2F
XCR1	GNB1
GRIK2	HTT
NFKB1	YAP1
SRP72	RPS27A
SMURF1	UBA52
TFAP2A	HK2
UBE2R2	RPS27A
HES1	BLM
V2-19	FCER1G
POLR2C	PRPF4
PKN1	MAP2K3
CAMKK2	PRKAA1
MT-ND5	NDUFAB1
CCL24	CXCR3
RAB5A	PACSIN2
CALR	TAP2
RPS27A	FBXO10
RTP1	OR10AG1
CD3EAP	BAZ1B
RPSA	RPL18
SUZ12	HIST2H3A
INPP5E	PIK3CB
IRF4	CCNK
OR13G1	GNG7
ARHGAP11B	RHOB
RPS6KA4	ATF4
CCNB2	BUB1B
RNF111	PARP1
KALRN	GRIK2
RBM8A	RPS20
RBMX	SYF2
CD55	SPTAN1
CREBBP	EPAS1
FABP4	CDK8
ERAL1	MRPL37
CDC40	SF3B4
PRKAA1	GYS1
LYN	IGLV1-51
NUP155	SRSF1
DHX33	MAVS
ATP1B3	ATP1B1
PAPOLA	TXNL4A
COL11A1	SERPINH1
PLCD1	IMPAD1
TYROBP	KLRK1
TAF9	HDAC2
COPS2	GTF2H3
CENPQ	CENPE
KIF18A	CENPK
EFTUD2	POLR2F
BAIAP2	IGLV2-14
SFI1	CEP70
MT-ATP8	ATP5I
SRPRB	RPL21
CEP135	CSNK1D
FGFR3	PRKCI
CDK6	E2F2
GPR176	GNB1
RAD51	RAD50
POLR2K	INTS10
CXCR4	BCAR1
CHMP4A	CHMP6
SEMA3A	DPYSL5
ISY1	PAPOLA
ROCK1	MSN
PRKACA	OR51E1
RPL13A	UPF3A
FGFR3	FGF20
FANCL	STRA13
RPL17	TRAM1
UBC	SPRTN
LILRB1	FCGR2C
UBC	TICAM1
EP300	IL24
EPHB3	EFNA2
ZRANB1	TRAF6
DDX58	USP25
RPSA	RPL29
ARFIP2	ARF1
C8A	C7
RTP1	OR4A5
CLP1	POLR2L
EIF3I	EIF3F
MRPS16	MRPS23
PCDHGA6	PCDH10
PSMD10	ANAPC2
WNT4	FZD5
SF3A2	GPKOW
NUP50	THOC1
JUN	PCDHB11
NFKB1	FCGR3A
PCDH18	PCDHB3
PRPF40A	SRSF5
STAT5B	BCL6
UBB	USP10
ELL	PPIE
EXOC5	PKD1
EP300	MED4
TAF1A	ZNRD1
KIF3B	HLA-DRB3
PSMB3	AXIN2
PRDM14	SOX2
KDELR1	COPZ1
IFT27	IFT57
NFKB1	TP53
WNT6	LRP5L
PRKAG1	RRAGD
FOS	CTGF
GRSF1	RPL18A
CENPT	PDS5A
KRT14	KRT2
SEC22B	TAP1
IL20	OSMR
CCND3	MED26
IGHA1	IGKV3-20
POU4F2	SP1
PCDHA4	PCDH20
GNAZ	PDYN
SART1	HNRNPD
NUPL2	U2AF2
GH2	STAT1
PSMA2	AXIN1
FBXL18	UNKL
MRPL10	MRPL28
RGS7	CCT8
TAS2R40	GNAI1
GNAT1	GNB3
BANF1	NUP35
AGRN	CHRM1
NRG3	ERBB4
CAMK2G	PLCG1 VARIANT PROTEIN
PHF5A	FIP1L1
ARNT	COPS5
PSMD11	NFKB1
PHAX	POU2F2
SYK	IGHV3-9
PARVB	COL6A3
IGKV2D-30	ACTG1
POMC	CGA
CETN2	CEP290
EIF4G1	RPL8
GSTA1	CYP1A2
FBXW9	FBXO32
LOR	LCE1A
MED28	TBL1XR1
POLR2H	POLR2G
SESN2	PRKAA2
SAP18	TGIF1
FOSL2	ATF4
IGLV2-23	BLNK
V5-6	MYO1C
POLR2G	RPRD1A
NFYB	RXRA
ALYREF	PRPF40A
COL17A1	FLNB
STAT3	CEBPB
DYNC1I1	PAFAH1B1
DYNC1LI1	SPTBN1
ERBB3	STAT5B
GOLGA5	COG2
DHX37	UTP3
LSM10	SNRPG
PPP1R15A	PPP1CB
XPC	RBX1
RPS8	PNRC2
SORBS3	CALD1
BTRC	CSNK1A1
GADD45GIP1	MRPL33
AURKA	ANAPC16
IL11	MPL
NFATC4	MEF2C
GTF2H1	CCNT2
MRPL57	MRPL24
YWHAQ	AKT3
TBP	POLR3A
TCF12	OTX1
PRPF38A	FIP1L1
PPP2R1B	AKT2
IGHV4-59	V5-4
IGHV3-30	CRK
FCGR1A	V1-7
AHI1	SFI1
PIP4K2C	PLCG2
IFNA21	IFNLR1
PSMD3	PSMB4
CASC3	HSPA8
NCOA3	MEF2C
ARRB1	LOC105369274
SYF2	PCBP2
EIF4A3	RPL36A
ITPR3	PLCB3
PLXNA3	LIMK1
USO1	COPB2
UGT1A4	ADH1B
PSME3	ANAPC10
ARHGEF18	RHOQ
LYN	V2-15
RAE1	WDR33
PIK3R1	OCRL
DCTN3	KIF23
PIK3CD	AMPH
GRAP	FGFR3
SRPRA	RPS16
FBXL12	BTRC
PLK1	MAPRE1
MED31	MED9
SH3GLB1	KIT
NLRP3	CASP1
TCTN2	NEK2
PLA2G4C	PLCG1 VARIANT PROTEIN
WBP11	BUD31
POLR2H	POLR3F
NRP1	DPYSL4
GNAI3	GNB1
GYG1	UBC
RHOG	MAPK13
RPS11	RPS25
RPA2	MCM2
MTMR1	PIP4K2C
RNF41	ERBB2
POLR2J	SRRM1
ANK2	ITPR3
RPS7	EIF1AX
IGKV1-5	LAT2
ZNF467	EBF1
POLR2C	POLK
PRPF6	SRSF1
EIF3B	EIF3I
HNRNPM	LSM3
ISY1	RPA1
NDUFAF3	NDUFB9
PRKACG	OR8U9
V2-17	V2-19
ARHGEF26	CDC42
KIF3B	TTC21B
CTNNA3	PCDHA4
MRPS18A	MRPL52
CTSD	BID
IRF5	CCL4L1
RNF168	MRE11A
IGKV2D-28	ARPC1B
PSMD1	TRAF3
CETN2	SDCCAG8
ARRB2	APC
U2AF1L4	PRPF4
GNAT3	CCR3
CHRM1	PRKCD
RBM17	LSM5
GRIP2	GRIA1
RPL21	RPL39
TUBG1	TUBGCP4
CHRM2	PIK3CG
CLUAP1	DYNC2LI1
RPS25	PNO1
FIP1L1	HNRNPH2
CHMP7	CHMP4B
SARM1	TLR4
FGF8	FLT4
AP1M2	HLA-A
PIP4K2A	MTMR8
PSMD8	TNFRSF12A
TNC	SDC1
SKP1	FBXW10
IFNA4	IFNGR2
RPA1	CEP164
YWHAG	CEP164
S1PR2	GNB1
PIK3C2A	REPS2
PQBP1	SNRNP27
ACTG1	ITGAD
GTF2E2	ELL3
COG4	DYNLL1
ITGAV	FGB
MRPL57	MRPL48
ARRB1	OR2K2
PSMA7	AURKB
ITGA3	FLNC
IGHV3-48	IGLL1
PRL	JAK2
HOXA1	NCOA3
HDAC2	PRAME
CAMK2D	ATF4
ERBIN	ERBB2
CCL13	CXCR3
RPS29	EIF3B
CDC5L	POLR2K
PSME3	PSMB6
CD59	SEC16B
MAPRE1	CENPC
IFT172	KIF7
MRPL21	MRPL34
VCL	TPM1
GNAI2	ADRA2B
LSM4	SNRPA
BANF1	NDC1
NCBP1	SNRPA1
CDCA5	BIRC5
HLA-DRB1	DCTN1
PTPN6	IGHV3-33
PRKACA	OR11H1
RAB8A	C2CD5
BAZ1B	CHAF1A
WNT8B	CSNK1E
VCL	PIP4K2A
CASP6	LMNB1
WDR61	CDK7
MCM6	RPA3
LOC728835	CCR5
HIST1H4A	CASC5
HIST2H2BF	HDAC5
IGHV3-11	IGLC1
ETS1	VCAM1
WIPF3	ARPC5
CUL1	AURKA
SUZ12	SHOX2
WNT1	MED1
WHSC1	BRCC3
REC8	HIST1H4A
ACTN1	SPTAN1
TBL1X	PPARA
FBXO31	BTRC
PRPF8	POLR2E
IGHE	IGLV3-1
FLNC	PAK1
TGFBR2	PPP2R1B
IGLV1-47	NCKAP1
HMGA1	NUP153
LINGO1	RHOA
PSMB7	PSMD12
PKP2	DSC3
RNPC3	SF3B2
TMEM115	COG4
NXF3	NXT1
DNA2	RAD51
RPL7A	SMG7
ARPC2	NCKIPSD
STAT1	AKT2
DNMT3B	SAP30BP
MTIF3	MRPL27
RPS9	RPS14
SRSF7	LSM6
MRPS27	MRPS35
BRAP	KSR1
PTGER3	GNAI2
IGHG3	MYO1C
COL19A1	ACTB
HLA-F	KLRC2
ALMS1	NPHP1
CXCL10	GNAI2
RPL35	PPP2R2A
HCST	PIK3R5
SEC23A	F5
DDX47	BMS1
COPZ1	CD59
NTSR1	GNB1
CCAR1	LSM3
USP34	TNKS2
ADORA2A	GNG8
DCAF13	RPS2
MARK4	SSNA1
HAUS3	CKAP5
YES1	FYN
RBM17	EFTUD2
MNAT1	ERCC6
ZFP36	DIS3
PIK3CA	CASP9
SMAD2	IL23R
SIN3A	KLF1
OR5F1	GNAL
COPS7A	CETN2
IFNAR1	NFATC3
SRSF11	TXNL4A
KIF2B	CENPM
COL4A1	PXN
HDAC9	HIST1H2BD
CDH5	CDH23
FZD3	PIK3R5
SMARCC1	LRPPRC
SNU13	CPSF2
PARD6A	CTNNA1
GRK3	OR2AT4
SNRPD3	SNRNP200
COPG2	KIF3C
CEP162	TUBG1
GNAI1	CHRM5
PI4KA	INPP5B
RSF1	APITD1
ITGAX	COL10A1
PSMD11	PSME1
GAB1	PTPN11
XAB2	U2AF1L4
SAR1B	HLA-C
MAP3K7	CARD11
EGFR	CRK
CENPT	SPDL1
DNAJC8	SNRPD2
V2-11	V1-20
GNB3	PIK3CA VARIANT PROTEIN
B3GNT5	MUC5AC
CENPA	MIS18BP1
GNB5	PLCB1
IFT122	IFT27
IGHV4-34	V4-1
RHOA	ARHGAP35
RHOT2	ARHGDIG
IL2RB	GRB2
WNT8A	CSNK1G3
RPP14	RPS14
RMI1	EXO1
TUBGCP6	TUBB
BECN1	UVRAG
NFYC	HLA-DOA
SDCCAG8	HAUS5
PRKACA	OR7C1
CTCF	SLC40A1
PSMD7	UBE2E1
EFTUD2	SRSF1
IGHV3-53	WIPF1
VPS51	COG3
IFNA14	CSF2RA
MYL12A	MYH10
RPL35	RPL7A
NPHS1	ACTN1
YY1	KATNAL1
CEP97	C2CD3
DYNC1I1	DYNC1LI1
RPS27A	CRY2
CLTCL1	WASL
MED11	MED27
RGS14	ITGB2
PRPF6	POLR2D
